id	trial	item	anchor	answer	example
19_12_19_145554.txt_04	10	salary	high	lower	popela¯
19_12_20_101805.txt_04	1	salary	high	lower	kominÌk
19_12_20_101805.txt_04	2	price	high	lower	ökoda
19_12_20_101805.txt_04	3	unemployment	high	lower	plzeÚsk˝
19_12_20_101805.txt_04	4	temperature	high	lower	srpen
19_12_20_101805.txt_04	5	length	high	lower	vav¯inec
19_12_20_101805.txt_04	6	population	low	higher	belgie
19_12_20_101805.txt_04	7	age	low	higher	markÈta pekarov· adamov·
19_12_20_101805.txt_04	8	distance	low	higher	pa¯Ìû
19_12_20_101805.txt_04	9	days	low	higher	pluto
19_12_20_101805.txt_04	10	weight	low	higher	hroch
19_12_20_114857.txt_04	1	distance	low	higher	ÿÌm
19_12_20_114857.txt_04	2	days	low	higher	Saturn
19_12_20_114857.txt_04	3	unemployment	low	lower	JihoËesk˝
19_12_20_114857.txt_04	4	temperature	high	lower	Leden
19_12_20_114857.txt_04	5	length	low	higher	Jan
19_12_20_114857.txt_04	6	price	low	higher	äkoda
19_12_20_114857.txt_04	7	salary	low	lower	IT technik
19_12_20_114857.txt_04	8	age	low	higher	ZdenÏk Vondr·Ëek
19_12_20_114857.txt_04	9	population	high	lower	ÿecko
19_12_20_114857.txt_04	10	weight	high	higher	Hroch
19_12_20_144709.txt_04	1	length	low	higher	Josef
19_12_20_144709.txt_04	2	population	low	higher	NÏmecko
19_12_20_144709.txt_04	3	weight	low	higher	Slon
19_12_20_144709.txt_04	4	salary	low	higher	⁄ËetnÌ
19_12_20_144709.txt_04	5	distance	high	lower	VÌdeÚ
19_12_20_144709.txt_04	6	days	low	higher	Mars
19_12_20_144709.txt_04	7	unemployment	low	higher	Libereck˝
19_12_20_144709.txt_04	8	temperature	high	lower	»erven
19_12_20_144709.txt_04	9	age	high	lower	Farsk˝
19_12_20_144709.txt_04	10	price	high	lower	Citroen
19_11_26_131749.txt_05	1	weight	low	higher	lev
19_11_26_131749.txt_05	2	unemployment	low	higher	vysoËina
19_11_26_131749.txt_05	3	salary	low	lower	dÏlnÌk
19_11_26_131749.txt_05	4	population	high	higher	Francie
19_11_26_131749.txt_05	5	days	low	higher	Venuöe
19_11_26_131749.txt_05	6	age	low	higher	Feri
19_11_26_131749.txt_05	7	distance	high	lower	BerlÌn
19_11_26_131749.txt_05	8	length	low	higher	Jan
19_11_26_131749.txt_05	9	price	low	lower	Citroen
19_11_26_131749.txt_05	10	temperature	high	lower	leden
19_11_26_163036.txt_05	1	distance	low	higher	Pa¯Ìû
19_11_26_163036.txt_05	2	unemployment	high	lower	Praha
19_11_26_163036.txt_05	3	length	low	higher	Pavel
19_11_26_163036.txt_05	4	days	low	higher	Mars
19_11_26_163036.txt_05	5	price	high	lower	äkoda Fabia
19_11_26_163036.txt_05	6	temperature	high	lower	z·¯Ì
19_11_26_163036.txt_05	7	population	low	higher	NÏmecko
19_11_26_163036.txt_05	8	salary	high	lower	uËitel
19_11_26_163036.txt_05	9	age	high	lower	Bartoö
19_11_26_163036.txt_05	10	weight	low	higher	slon
19_12_02_162050.txt_05	1	price	low	higher	äkoda
19_12_02_162050.txt_05	2	days	low	higher	ZemÏ
19_12_02_162050.txt_05	3	temperature	low	higher	Leden
19_12_02_162050.txt_05	4	salary	low	higher	InstalatÈr
19_12_02_162050.txt_05	5	age	high	lower	Kalousek
19_12_02_162050.txt_05	6	unemployment	high	lower	St¯edoËesk˝
19_12_02_162050.txt_05	7	length	high	lower	Martin
19_12_02_162050.txt_05	8	distance	high	lower	Madrid
19_12_02_162050.txt_05	9	population	low	higher	NÏmecko
19_12_02_162050.txt_05	10	weight	low	higher	Slon
19_12_03_112656.txt_05	1	age	high	lower	zaor·lek
19_12_03_112656.txt_05	2	days	low	lower	ZemÏ
19_12_03_112656.txt_05	3	salary	low	higher	prodavaË
19_12_03_112656.txt_05	4	unemployment	low	higher	˙steck˝
19_12_03_112656.txt_05	5	population	low	higher	Francie
19_12_03_112656.txt_05	6	distance	high	higher	Pa¯Ìû
19_12_03_112656.txt_05	7	temperature	high	lower	duben
19_12_03_112656.txt_05	8	weight	high	lower	gorila
19_12_03_112656.txt_05	9	price	high	lower	renault
19_12_03_112656.txt_05	10	length	low	higher	Kl·ra
19_11_22_143219.txt_06	1	days	high	lower	jupiter
19_11_22_143219.txt_06	2	population	high	lower	ceska republika
19_11_22_143219.txt_06	3	salary	high	lower	hasiË
19_11_22_143219.txt_06	4	age	high	lower	babis
19_11_22_143219.txt_06	5	unemployment	low	higher	praha
19_11_22_143219.txt_06	6	length	high	lower	anna
19_11_22_143219.txt_06	7	weight	low	higher	slon
19_11_22_143219.txt_06	8	temperature	high	lower	leden
19_11_22_143219.txt_06	9	price	high	lower	skoda
19_11_22_143219.txt_06	10	distance	low	higher	budapest
19_11_22_155950.txt_06	1	population	low	higher	»esk· Republika
19_11_22_155950.txt_06	2	unemployment	low	higher	⁄steck˝ Kraj
19_11_22_155950.txt_06	3	distance	low	higher	Pa¯Ìû
19_11_22_155950.txt_06	4	weight	low	higher	Slon
19_11_22_155950.txt_06	5	length	high	lower	Martin
19_11_22_155950.txt_06	6	age	high	lower	Dominik Feri
19_11_22_155950.txt_06	7	temperature	high	lower	Listopad
19_11_22_155950.txt_06	8	salary	high	lower	Psycholog
19_11_22_155950.txt_06	9	days	high	higher	Pluto
19_11_22_155950.txt_06	10	price	low	lower	äkoda
19_11_26_131735.txt_06	1	age	low	higher	Dominik Feri
19_11_26_131735.txt_06	2	salary	low	higher	popel·¯
19_11_26_131735.txt_06	3	days	low	higher	Merkur
19_11_26_131735.txt_06	4	price	low	higher	Ferrari
19_11_26_131735.txt_06	5	population	high	lower	Estonsko
19_11_26_131735.txt_06	6	length	high	lower	Jaroslav
19_11_26_131735.txt_06	7	unemployment	high	lower	VysoËina
19_11_26_131735.txt_06	8	distance	low	higher	Pa¯Ìû
19_11_26_131735.txt_06	9	weight	high	lower	mraveneËnÌk
19_11_26_131735.txt_06	10	temperature	high	lower	Ëervenec
19_11_26_145646.txt_06	1	unemployment	low	lower	St¯edoËesk˝
19_11_26_145646.txt_06	2	price	low	higher	äkoda
19_11_26_145646.txt_06	3	distance	high	higher	BerlÌn
19_11_26_145646.txt_06	4	days	low	higher	Mars
19_11_26_145646.txt_06	5	population	high	lower	It·lie
19_11_26_145646.txt_06	6	salary	low	higher	Kade¯nice
19_11_26_145646.txt_06	7	age	low	higher	Andrej Babiö
19_11_26_145646.txt_06	8	length	high	lower	Aneta
19_11_26_145646.txt_06	9	weight	low	higher	KoËka
19_11_26_145646.txt_06	10	temperature	high	lower	Ëerven
19_11_26_163041.txt_06	1	distance	low	higher	Moskva
19_11_26_163041.txt_06	2	population	high	lower	Francie
19_11_26_163041.txt_06	3	age	low	higher	Bartoö
19_11_26_163041.txt_06	4	days	low	higher	Saturn
19_11_26_163041.txt_06	5	unemployment	high	lower	Libereck˝
19_11_26_163041.txt_06	6	weight	low	higher	Slon
19_11_26_163041.txt_06	7	temperature	low	higher	Ëerven
19_11_26_163041.txt_06	8	salary	high	lower	Popel·¯
19_11_26_163041.txt_06	9	length	high	lower	Jana
19_11_26_163041.txt_06	10	price	high	lower	Citroen
19_11_28_125546.txt_06	1	length	high	lower	JAN
19_11_28_125546.txt_06	2	age	low	higher	fERRI
19_11_28_125546.txt_06	3	days	low	higher	ZEMÃ
19_11_28_125546.txt_06	4	distance	high	lower	bERLIN
19_11_28_125546.txt_06	5	population	high	lower	Slovensko
19_11_28_125546.txt_06	6	temperature	low	higher	Ëerven
19_11_28_125546.txt_06	7	price	low	higher	Tesla
19_11_28_125546.txt_06	8	weight	low	higher	slon
19_11_28_125546.txt_06	9	unemployment	high	lower	˙steck˝
19_11_28_125546.txt_06	10	salary	high	lower	uËitel
19_11_29_130310.txt_06	1	days	low	higher	Merkur
19_11_29_130310.txt_06	2	population	high	higher	Nemecko
19_11_29_130310.txt_06	3	price	high	lower	äkoda
19_11_29_130310.txt_06	4	temperature	high	lower	KvÏten
19_11_29_130310.txt_06	5	unemployment	low	higher	JihoËesk˝
19_11_29_130310.txt_06	6	age	low	higher	Tomio Okamura
19_11_29_130310.txt_06	7	salary	low	higher	Ekonom
19_11_29_130310.txt_06	8	length	low	higher	radek
19_11_29_130310.txt_06	9	weight	low	higher	Tigr
19_11_29_130310.txt_06	10	distance	high	higher	Bratislava
19_12_02_162054.txt_06	1	salary	low	higher	zednÌk
19_12_02_162054.txt_06	2	weight	low	higher	delfÌn
19_12_02_162054.txt_06	3	population	low	higher	Ëesk· republika
19_12_02_162054.txt_06	4	age	high	lower	Dominik Feri
19_12_02_162054.txt_06	5	unemployment	low	lower	Kr·lovÈhradeck˝
19_12_02_162054.txt_06	6	price	low	higher	äkoda
19_12_02_162054.txt_06	7	temperature	low	higher	Leden
19_12_02_162054.txt_06	8	distance	high	lower	ÿÌm
19_12_02_162054.txt_06	9	days	low	higher	Mars
19_12_02_162054.txt_06	10	length	low	higher	Anna
19_12_03_112709.txt_06	1	temperature	low	higher	prosinec
19_12_03_112709.txt_06	2	weight	high	lower	slon africk˝
19_12_03_112709.txt_06	3	days	high	lower	Saturn
19_12_03_112709.txt_06	4	unemployment	high	lower	ZlÌnsk˝ kraj
19_12_03_112709.txt_06	5	age	low	higher	Ivan Bartoö
19_12_03_112709.txt_06	6	salary	low	higher	asistent soudce
19_12_03_112709.txt_06	7	population	high	lower	Spolkov· republika NÏmeck
19_12_03_112709.txt_06	8	price	low	higher	äkoda
19_12_03_112709.txt_06	9	length	high	lower	Jan
19_12_03_112709.txt_06	10	distance	low	higher	AthÈny
19_12_03_132039.txt_06	1	salary	high	lower	prodavaË
19_12_03_132039.txt_06	2	price	low	higher	ökoda
19_12_03_132039.txt_06	3	temperature	high	lower	listopad
19_12_03_132039.txt_06	4	population	high	lower	nÏmecko
19_12_03_132039.txt_06	5	weight	low	lower	opiËka
19_12_03_132039.txt_06	6	distance	low	higher	berlÌn
19_12_03_132039.txt_06	7	unemployment	low	higher	olomouck˝
19_12_03_132039.txt_06	8	length	low	higher	Tom·ö
19_12_03_132039.txt_06	9	age	low	higher	Kalousek
19_12_03_132039.txt_06	10	days	high	lower	merkur
19_12_03_143422.txt_06	1	salary	high	lower	Manaûer
19_12_03_143422.txt_06	2	unemployment	high	lower	Praha
19_12_03_143422.txt_06	3	length	high	lower	Adam
19_12_03_143422.txt_06	4	days	low	higher	ZemÏ
19_12_03_143422.txt_06	5	population	low	lower	NÏmecko
19_12_03_143422.txt_06	6	distance	low	higher	Lisabon
19_12_03_143422.txt_06	7	price	low	higher	äkoda
19_12_03_143422.txt_06	8	weight	low	higher	KoËka
19_12_03_143422.txt_06	9	age	low	higher	Babiö
19_12_03_143422.txt_06	10	temperature	high	lower	Leden
19_12_04_162348.txt_06	1	salary	low	higher	st·tÌ zamÏstnanec
19_12_04_162348.txt_06	2	length	low	higher	karel
19_12_04_162348.txt_06	3	weight	low	lower	myö
19_12_04_162348.txt_06	4	days	high	lower	ZemÏ
19_12_04_162348.txt_06	5	price	low	higher	äkoda
19_12_04_162348.txt_06	6	temperature	low	higher	leden
19_12_04_162348.txt_06	7	population	low	higher	NÏmecko
19_12_04_162348.txt_06	8	distance	low	higher	BerlÌn
19_12_04_162348.txt_06	9	age	low	higher	Kalousek
19_12_04_162348.txt_06	10	unemployment	high	lower	Praha
19_12_05_115112.txt_06	1	weight	low	higher	tygr
19_12_05_115112.txt_06	2	age	high	lower	L·ska
19_12_05_115112.txt_06	3	price	low	higher	äkoda
19_12_05_115112.txt_06	4	days	low	higher	Uran
19_12_05_115112.txt_06	5	temperature	low	higher	b¯ezen
19_12_05_115112.txt_06	6	distance	low	higher	VÌdeÚ
19_12_05_115112.txt_06	7	population	high	lower	NÏmecko
19_12_05_115112.txt_06	8	length	low	higher	Lucie
19_12_05_115112.txt_06	9	salary	high	lower	uËitel
19_12_05_115112.txt_06	10	unemployment	high	lower	Hl. mÏsto Praha
19_12_05_132114.txt_06	1	distance	high	higher	Pa¯Ìû
19_12_05_132114.txt_06	2	price	high	higher	Fiat
19_12_05_132114.txt_06	3	population	high	lower	It·lie
19_12_05_132114.txt_06	4	weight	low	higher	Opice
19_12_05_132114.txt_06	5	unemployment	low	higher	St¯edoËesk˝
19_12_05_132114.txt_06	6	age	low	higher	Schillerov·
19_12_05_132114.txt_06	7	temperature	high	lower	KvÏten
19_12_05_132114.txt_06	8	days	low	higher	Jupiter
19_12_05_132114.txt_06	9	length	high	lower	Jan
19_12_05_132114.txt_06	10	salary	low	higher	⁄ËetnÌ
19_12_09_163107.txt_06	1	distance	high	lower	VÌdeÚ
19_12_09_163107.txt_06	2	length	low	higher	Ji¯Ì
19_12_09_163107.txt_06	3	population	high	lower	NÏmecko
19_12_09_163107.txt_06	4	salary	high	lower	Podnikatel
19_12_09_163107.txt_06	5	age	low	higher	Dominik Fery
19_12_09_163107.txt_06	6	weight	high	lower	Surikata
19_12_09_163107.txt_06	7	temperature	high	lower	leden
19_12_09_163107.txt_06	8	price	low	higher	Opel
19_12_09_163107.txt_06	9	unemployment	low	higher	⁄steck˝
19_12_09_163107.txt_06	10	days	low	higher	Uran
19_12_11_132558.txt_06	1	age	high	lower	NevÌm
19_12_11_132558.txt_06	2	temperature	high	lower	15C
19_12_11_132558.txt_06	3	length	high	lower	David
19_12_11_132558.txt_06	4	unemployment	low	higher	Libereck˝
19_12_11_132558.txt_06	5	days	low	higher	ZemÏ
19_12_11_132558.txt_06	6	distance	high	lower	BerlÌn
19_12_11_132558.txt_06	7	salary	low	higher	IT specialista
19_12_11_132558.txt_06	8	price	low	higher	BMW
19_12_11_132558.txt_06	9	population	high	lower	Ëesk· republika
19_12_11_132558.txt_06	10	weight	low	higher	lev
19_12_13_101840.txt_06	1	price	low	higher	äkoda
19_12_13_101840.txt_06	2	age	low	higher	Dominik Feri
19_12_13_101840.txt_06	3	population	low	higher	Francie
19_12_13_101840.txt_06	4	salary	high	lower	uklizeËka
19_12_13_101840.txt_06	5	days	high	lower	saturn
19_12_13_101840.txt_06	6	weight	low	higher	panda
19_12_13_101840.txt_06	7	temperature	high	lower	srpen
19_12_13_101840.txt_06	8	length	low	higher	Ludmila
19_12_13_101840.txt_06	9	distance	low	higher	BerlÌn
19_12_13_101840.txt_06	10	unemployment	high	lower	jihoËesk˝
19_12_13_160701.txt_06	1	days	high	higher	Mars
19_12_13_160701.txt_06	2	distance	low	higher	Pa¯Ìû
19_12_13_160701.txt_06	3	price	low	higher	Hyundai
19_12_13_160701.txt_06	4	unemployment	high	lower	⁄steck˝
19_12_13_160701.txt_06	5	weight	high	lower	Lev
19_12_13_160701.txt_06	6	salary	low	higher	⁄ËetnÌ
19_12_13_160701.txt_06	7	population	high	lower	»esk· republika
19_12_13_160701.txt_06	8	temperature	low	higher	leden
19_12_13_160701.txt_06	9	age	high	lower	Feri
19_12_13_160701.txt_06	10	length	high	lower	Kl·ra
19_12_16_163254.txt_06	1	weight	low	higher	tzgri, lvz, tucnaci
19_12_16_163254.txt_06	2	age	low	higher	neznam
19_12_16_163254.txt_06	3	distance	high	lower	Viden
19_12_16_163254.txt_06	4	days	low	higher	Venuse
19_12_16_163254.txt_06	5	price	low	higher	Skoda, Audi, Mercedes
19_12_16_163254.txt_06	6	population	high	lower	Nemecko, Polsko, Francie
19_12_16_163254.txt_06	7	temperature	high	lower	Cervenec
19_12_16_163254.txt_06	8	length	low	higher	Ruzena
19_12_16_163254.txt_06	9	salary	low	higher	ucetni
19_12_16_163254.txt_06	10	unemployment	low	higher	Jihomoravsky
19_12_17_100949.txt_06	1	days	high	higher	Jupiter
19_12_17_100949.txt_06	2	weight	high	lower	Hyena
19_12_17_100949.txt_06	3	temperature	high	lower	b¯ezen
19_12_17_100949.txt_06	4	distance	high	higher	Madrid
19_12_17_100949.txt_06	5	salary	high	lower	uklÌzeËka
19_12_17_100949.txt_06	6	price	low	higher	Ford
19_12_17_100949.txt_06	7	age	low	higher	Kalousek
19_12_17_100949.txt_06	8	length	high	lower	Jakub
19_12_17_100949.txt_06	9	population	low	higher	NÏmecko
19_12_17_100949.txt_06	10	unemployment	high	lower	Kr·lovÈhradeck˝
19_12_17_145428.txt_06	1	price	low	higher	ökoda
19_12_17_145428.txt_06	2	length	high	lower	Petr
19_12_17_145428.txt_06	3	days	high	lower	mars
19_12_17_145428.txt_06	4	unemployment	low	higher	st¯edoËesk˝
19_12_17_145428.txt_06	5	age	high	lower	Domink Feri
19_12_17_145428.txt_06	6	distance	low	higher	Pa¯Ìû
19_12_17_145428.txt_06	7	temperature	low	higher	¯Ìjen
19_12_17_145428.txt_06	8	weight	low	higher	slon
19_12_17_145428.txt_06	9	salary	high	lower	uklÌzeËka
19_12_17_145428.txt_06	10	population	low	higher	Norsko
19_12_19_132715.txt_06	1	weight	low	higher	ûirafa
19_12_19_132715.txt_06	2	age	low	higher	Dominik Feri
19_12_19_132715.txt_06	3	temperature	low	higher	prosinec
19_12_19_132715.txt_06	4	unemployment	low	higher	St¯edoËesk˝
19_12_19_132715.txt_06	5	population	low	higher	Francie
19_12_19_132715.txt_06	6	salary	high	lower	uËitel
19_12_19_132715.txt_06	7	length	high	lower	Daniel
19_12_19_132715.txt_06	8	price	low	higher	äkoda auto
19_12_19_132715.txt_06	9	days	low	higher	Jupiter
19_12_19_132715.txt_06	10	distance	high	lower	BerlÌn
19_12_19_145605.txt_06	1	temperature	high	lower	listopad
19_12_19_145605.txt_06	2	price	low	higher	ökoda
19_12_19_145605.txt_06	3	distance	high	lower	lond˝n
19_12_19_145605.txt_06	4	population	high	lower	Ëesk· republika
19_12_19_145605.txt_06	5	length	high	lower	jon·ö
19_12_19_145605.txt_06	6	unemployment	high	lower	praha
19_12_19_145605.txt_06	7	age	high	lower	brabec
19_12_19_145605.txt_06	8	weight	high	higher	medvÏd
19_12_19_145605.txt_06	9	salary	high	lower	inûen˝r
19_12_19_145605.txt_06	10	days	high	lower	zemÏ
19_11_21_132322.txt_07	1	length	low	higher	dominik
19_11_21_132322.txt_07	2	population	low	higher	Slovensko
19_11_21_132322.txt_07	3	weight	high	lower	liöka
19_11_21_132322.txt_07	4	distance	high	lower	Madrid
19_11_21_132322.txt_07	5	price	high	higher	äkoda yetti
19_11_21_132322.txt_07	6	days	low	lower	Zem
19_11_21_132322.txt_07	7	age	low	higher	Mlyn·¯
19_11_21_132322.txt_07	8	temperature	low	higher	b¯ezen
19_11_21_132322.txt_07	9	unemployment	high	lower	Praha
19_11_21_132322.txt_07	10	salary	low	higher	advok·t
19_11_22_131419.txt_07	1	length	high	lower	Honza
19_11_22_131419.txt_07	2	price	high	lower	äkoda
19_11_22_131419.txt_07	3	age	high	lower	Babiö
19_11_22_131419.txt_07	4	population	low	higher	Nizozemsko
19_11_22_131419.txt_07	5	temperature	low	higher	Ëerven
19_11_22_131419.txt_07	6	days	low	higher	ZemÏ
19_11_22_131419.txt_07	7	unemployment	high	lower	Praha
19_11_22_131419.txt_07	8	weight	high	lower	slon
19_11_22_131419.txt_07	9	distance	low	higher	BerlÌn
19_11_22_131419.txt_07	10	salary	low	higher	poöt·r
19_11_22_143144.txt_07	1	price	low	higher	Volkswagen
19_11_22_143144.txt_07	2	age	high	lower	Tomio Okamura
19_11_22_143144.txt_07	3	length	high	lower	Lucie
19_11_22_143144.txt_07	4	days	high	lower	Saturn
19_11_22_143144.txt_07	5	temperature	low	higher	Ëerven
19_11_22_143144.txt_07	6	distance	low	higher	KodaÚ
19_11_22_143144.txt_07	7	salary	high	lower	psycholog
19_11_22_143144.txt_07	8	weight	low	higher	delfÌn
19_11_22_143144.txt_07	9	unemployment	high	lower	st¯edoËesk˝
19_11_22_143144.txt_07	10	population	high	lower	NÏmecko
19_11_26_131730.txt_07	1	distance	high	lower	Berlin
19_11_26_131730.txt_07	2	temperature	low	higher	prosinec
19_11_26_131730.txt_07	3	days	high	lower	Jupiter
19_11_26_131730.txt_07	4	weight	low	higher	Slon
19_11_26_131730.txt_07	5	population	low	higher	SRN
19_11_26_131730.txt_07	6	price	low	higher	äkoda
19_11_26_131730.txt_07	7	length	high	lower	Petra
19_11_26_131730.txt_07	8	unemployment	high	lower	JihoËesk˝
19_11_26_131730.txt_07	9	age	high	lower	Filip
19_11_26_131730.txt_07	10	salary	low	higher	zednÌk
19_11_26_141945.txt_07	1	days	low	higher	Merkur
19_11_26_141945.txt_07	2	salary	low	higher	UËitelka
19_11_26_141945.txt_07	3	distance	low	higher	Varöava
19_11_26_141945.txt_07	4	population	low	higher	Polsko
19_11_26_141945.txt_07	5	unemployment	high	lower	St¯edoËesk˝
19_11_26_141945.txt_07	6	length	low	higher	Barbora
19_11_26_141945.txt_07	7	weight	low	lower	Slon
19_11_26_141945.txt_07	8	age	low	higher	Bartoöka
19_11_26_141945.txt_07	9	temperature	low	higher	⁄nor
19_11_26_141945.txt_07	10	price	low	lower	äkoda
19_11_26_163045.txt_07	1	weight	low	higher	vydra
19_11_26_163045.txt_07	2	temperature	low	higher	Ëervenec
19_11_26_163045.txt_07	3	distance	low	higher	Budapeöù
19_11_26_163045.txt_07	4	length	high	lower	Rostislav
19_11_26_163045.txt_07	5	days	low	higher	Venuöe
19_11_26_163045.txt_07	6	age	high	lower	Kalousek
19_11_26_163045.txt_07	7	population	low	higher	NÏmecko
19_11_26_163045.txt_07	8	price	high	lower	Renault
19_11_26_163045.txt_07	9	salary	high	lower	popel·¯
19_11_26_163045.txt_07	10	unemployment	low	lower	dolnomoravsk˝
19_11_27_145719.txt_07	1	weight	low	lower	MorËe
19_11_27_145719.txt_07	2	temperature	low	higher	duben
19_11_27_145719.txt_07	3	days	high	higher	Jupiter
19_11_27_145719.txt_07	4	population	high	lower	»esk· republika
19_11_27_145719.txt_07	5	distance	high	lower	BerlÌn
19_11_27_145719.txt_07	6	unemployment	high	lower	Libereck˝ kraj
19_11_27_145719.txt_07	7	length	low	higher	Jan
19_11_27_145719.txt_07	8	price	high	lower	äkoda
19_11_27_145719.txt_07	9	salary	low	lower	ZdravotnÌ sestra
19_11_27_145719.txt_07	10	age	low	higher	Miroslav Kalousek
19_11_29_130305.txt_07	1	unemployment	high	lower	Libereck˝
19_11_29_130305.txt_07	2	distance	low	higher	BerlÌn
19_11_29_130305.txt_07	3	temperature	low	higher	duben
19_11_29_130305.txt_07	4	weight	high	lower	hroch
19_11_29_130305.txt_07	5	length	low	higher	Nov·k
19_11_29_130305.txt_07	6	population	high	lower	Francie
19_11_29_130305.txt_07	7	salary	low	lower	uklÌzeËka
19_11_29_130305.txt_07	8	age	high	lower	Sobotka
19_11_29_130305.txt_07	9	price	low	higher	Ford
19_11_29_130305.txt_07	10	days	high	lower	Mars
19_11_29_145258.txt_07	1	temperature	low	higher	b¯ezen
19_11_29_145258.txt_07	2	salary	low	lower	uklÌzeËka
19_11_29_145258.txt_07	3	days	low	higher	pluto
19_11_29_145258.txt_07	4	length	low	higher	lenka
19_11_29_145258.txt_07	5	distance	high	lower	Berlin
19_11_29_145258.txt_07	6	weight	high	lower	zebra
19_11_29_145258.txt_07	7	unemployment	low	higher	jihoËesk˝
19_11_29_145258.txt_07	8	age	high	lower	vojtech adam
19_11_29_145258.txt_07	9	price	high	lower	ökoda auto
19_11_29_145258.txt_07	10	population	low	higher	dansko-5 milionu
19_11_29_160642.txt_07	1	temperature	high	lower	z·¯Ì
19_11_29_160642.txt_07	2	distance	low	higher	VÌdeÚ
19_11_29_160642.txt_07	3	weight	low	higher	vlk
19_11_29_160642.txt_07	4	days	low	higher	mÏsÌc
19_11_29_160642.txt_07	5	length	high	lower	Petr
19_11_29_160642.txt_07	6	age	high	lower	Rakuöan VÌt
19_11_29_160642.txt_07	7	salary	low	higher	Projektant
19_11_29_160642.txt_07	8	unemployment	low	higher	Libereck˝
19_11_29_160642.txt_07	9	price	low	higher	äkoda
19_11_29_160642.txt_07	10	population	low	higher	NÏmecko
19_12_02_162100.txt_07	1	days	high	lower	Jupiter
19_12_02_162100.txt_07	2	length	low	higher	V·clav
19_12_02_162100.txt_07	3	salary	low	higher	kucha¯
19_12_02_162100.txt_07	4	age	high	lower	NevÌm
19_12_02_162100.txt_07	5	weight	high	lower	Jaguar
19_12_02_162100.txt_07	6	population	low	higher	Lotyösko
19_12_02_162100.txt_07	7	price	low	higher	äkoda
19_12_02_162100.txt_07	8	unemployment	low	higher	⁄steck˝
19_12_02_162100.txt_07	9	temperature	high	lower	kvÏten
19_12_02_162100.txt_07	10	distance	high	lower	VÌdeÚ
19_12_04_162320.txt_07	1	days	high	lower	uran
19_12_04_162320.txt_07	2	weight	high	lower	myö
19_12_04_162320.txt_07	3	temperature	low	higher	Ëerven
19_12_04_162320.txt_07	4	salary	low	higher	prodavaËka
19_12_04_162320.txt_07	5	population	low	higher	NÏmecko
19_12_04_162320.txt_07	6	distance	low	higher	Madrid
19_12_04_162320.txt_07	7	price	low	higher	BMW
19_12_04_162320.txt_07	8	length	low	higher	Ivana
19_12_04_162320.txt_07	9	unemployment	high	lower	Praha
19_12_04_162320.txt_07	10	age	low	higher	Nov·k
19_12_05_115119.txt_07	1	days	high	lower	ZemÏ
19_12_05_115119.txt_07	2	salary	high	lower	psycholog
19_12_05_115119.txt_07	3	population	low	higher	»esk· republika
19_12_05_115119.txt_07	4	price	high	lower	äkoda
19_12_05_115119.txt_07	5	length	low	higher	Olga
19_12_05_115119.txt_07	6	weight	high	lower	Lev
19_12_05_115119.txt_07	7	distance	low	higher	Lond˝n
19_12_05_115119.txt_07	8	unemployment	high	lower	St¯edoËesk˝
19_12_05_115119.txt_07	9	temperature	low	higher	»erven
19_12_05_115119.txt_07	10	age	low	higher	Richterov·
19_12_05_132121.txt_07	1	distance	high	lower	Stockholm
19_12_05_132121.txt_07	2	salary	high	lower	LÈka¯
19_12_05_132121.txt_07	3	unemployment	high	lower	VysoËina
19_12_05_132121.txt_07	4	age	low	higher	Topol·nek
19_12_05_132121.txt_07	5	price	low	higher	Audi
19_12_05_132121.txt_07	6	population	low	higher	It·lie
19_12_05_132121.txt_07	7	temperature	low	higher	⁄nor
19_12_05_132121.txt_07	8	days	high	lower	Saturn
19_12_05_132121.txt_07	9	length	low	higher	KarolÌna
19_12_05_132121.txt_07	10	weight	high	lower	Zebra
19_12_10_121351.txt_07	1	age	high	lower	Dominik Feri
19_12_10_121351.txt_07	2	price	low	higher	äkoda
19_12_10_121351.txt_07	3	salary	low	higher	Kucha¯
19_12_10_121351.txt_07	4	length	low	higher	Ji¯Ì
19_12_10_121351.txt_07	5	unemployment	low	higher	St¯edoËesk˝
19_12_10_121351.txt_07	6	weight	high	lower	Lev
19_12_10_121351.txt_07	7	distance	high	lower	Pa¯Ìû
19_12_10_121351.txt_07	8	days	high	lower	Mars
19_12_10_121351.txt_07	9	temperature	high	lower	Listopad
19_12_10_121351.txt_07	10	population	high	lower	NÏmecko
19_12_10_132913.txt_07	1	distance	high	higher	Stockholm
19_12_10_132913.txt_07	2	unemployment	low	higher	VysoËina
19_12_10_132913.txt_07	3	salary	low	higher	Stava¯
19_12_10_132913.txt_07	4	length	high	lower	Krist˝na
19_12_10_132913.txt_07	5	population	low	higher	Francie
19_12_10_132913.txt_07	6	age	high	lower	Bartoö
19_12_10_132913.txt_07	7	price	low	lower	Mercedes
19_12_10_132913.txt_07	8	days	high	higher	Saturn
19_12_10_132913.txt_07	9	temperature	high	lower	b¯ezen
19_12_10_132913.txt_07	10	weight	low	lower	opice
19_12_10_161443.txt_07	1	price	high	lower	citroen
19_12_10_161443.txt_07	2	temperature	high	lower	prosinec
19_12_10_161443.txt_07	3	days	high	lower	uran
19_12_10_161443.txt_07	4	weight	low	higher	slon
19_12_10_161443.txt_07	5	population	high	lower	ceska republika
19_12_10_161443.txt_07	6	length	low	higher	matylda
