id	trial	item	comparison	absolute
19_12_10_155631.txt_04	3	price	higher	380000
19_12_10_155631.txt_04	4	days	lower	110
19_12_10_155631.txt_04	5	population	higher	30
19_12_10_155631.txt_04	6	length	higher	6
19_12_10_155631.txt_04	7	unemployment	lower	3
19_12_10_155631.txt_04	8	weight	lower	15
19_12_10_155631.txt_04	9	distance	lower	1200
19_12_10_155631.txt_04	10	age	higher	49
19_12_11_132534.txt_04	1	age	lower	49
19_12_11_132534.txt_04	2	price	lower	350
19_12_11_132534.txt_04	3	unemployment	lower	2.5
19_12_11_132534.txt_04	4	length	higher	5
19_12_11_132534.txt_04	5	population	higher	20
19_12_11_132534.txt_04	6	salary	lower	35000
19_12_11_132534.txt_04	7	distance	higher	350
19_12_11_132534.txt_04	8	days	higher	50000
19_12_11_132534.txt_04	9	temperature	higher	9
19_12_11_132534.txt_04	10	weight	higher	55
19_12_12_111542.txt_04	1	days	higher	4000
19_12_12_111542.txt_04	2	length	lower	5
19_12_12_111542.txt_04	3	price	higher	250000
19_12_12_111542.txt_04	4	age	lower	45
19_12_12_111542.txt_04	5	population	higher	85000000
19_12_12_111542.txt_04	6	salary	higher	20000
19_12_12_111542.txt_04	7	temperature	lower	10
19_12_12_111542.txt_04	8	weight	higher	100
19_12_12_111542.txt_04	9	distance	lower	1000
19_12_12_111542.txt_04	10	unemployment	lower	1
19_12_13_101847.txt_04	1	length	higher	7
19_12_13_101847.txt_04	2	days	higher	520
19_12_13_101847.txt_04	3	price	lower	1200
19_12_13_101847.txt_04	4	age	lower	60
19_12_13_101847.txt_04	5	weight	higher	300
19_12_13_101847.txt_04	6	population	higher	12
19_12_13_101847.txt_04	7	distance	lower	650
19_12_13_101847.txt_04	8	salary	higher	23000
19_12_13_101847.txt_04	9	unemployment	higher	4
19_12_13_101847.txt_04	10	temperature	higher	14
19_12_13_113827.txt_04	1	unemployment	lower	3
19_12_13_113827.txt_04	2	temperature	lower	10
19_12_13_113827.txt_04	3	population	lower	90
19_12_13_113827.txt_04	4	salary	higher	23000
19_12_13_113827.txt_04	5	age	lower	34
19_12_13_113827.txt_04	6	days	lower	400
19_12_13_113827.txt_04	7	distance	higher	1000
19_12_13_113827.txt_04	8	price	lower	300000
19_12_13_113827.txt_04	9	length	higher	5
19_12_13_113827.txt_04	10	weight	lower	2000
19_12_13_142821.txt_04	1	population	lower	10
19_12_13_142821.txt_04	2	weight	higher	20
19_12_13_142821.txt_04	3	distance	lower	400
19_12_13_142821.txt_04	4	days	lower	400
19_12_13_142821.txt_04	5	unemployment	lower	6
19_12_13_142821.txt_04	6	temperature	higher	16
19_12_13_142821.txt_04	7	salary	lower	20000
19_12_13_142821.txt_04	8	age	higher	46
19_12_13_142821.txt_04	9	length	lower	5
19_12_13_142821.txt_04	10	price	lower	300
19_12_13_160642.txt_04	1	age	lower	41
19_12_13_160642.txt_04	2	salary	lower	29000
19_12_13_160642.txt_04	3	price	lower	400000
19_12_13_160642.txt_04	4	unemployment	higher	1.2
19_12_13_160642.txt_04	5	distance	lower	850
19_12_13_160642.txt_04	6	length	higher	5
19_12_13_160642.txt_04	7	temperature	lower	22.5
19_12_13_160642.txt_04	8	population	higher	13
19_12_13_160642.txt_04	9	days	higher	365
19_12_13_160642.txt_04	10	weight	lower	25
19_12_16_145115.txt_04	1	length	higher	4
19_12_16_145115.txt_04	2	age	lower	60
19_12_16_145115.txt_04	3	population	lower	50
19_12_16_145115.txt_04	4	temperature	higher	10
19_12_16_145115.txt_04	5	salary	higher	100000
19_12_16_145115.txt_04	6	price	lower	400000
19_12_16_145115.txt_04	7	weight	lower	1
19_12_16_145115.txt_04	8	distance	lower	1500
19_12_16_145115.txt_04	9	days	higher	25000
19_12_16_145115.txt_04	10	unemployment	lower	6
19_12_16_161613.txt_04	1	unemployment	higher	2
19_12_16_161613.txt_04	2	salary	higher	28000
19_12_16_161613.txt_04	3	age	higher	35
19_12_16_161613.txt_04	4	temperature	lower	17
19_12_16_161613.txt_04	5	days	higher	30
19_12_16_161613.txt_04	6	price	lower	250
19_12_16_161613.txt_04	7	population	higher	17
19_12_16_161613.txt_04	8	length	higher	5
19_12_16_161613.txt_04	9	weight	lower	80
19_12_16_161613.txt_04	10	distance	lower	2300
19_12_17_101043.txt_04	1	days	higher	500
19_12_17_101043.txt_04	2	unemployment	lower	4
19_12_17_101043.txt_04	3	length	lower	6
19_12_17_101043.txt_04	4	age	lower	58
19_12_17_101043.txt_04	5	population	higher	9
19_12_17_101043.txt_04	6	weight	higher	10
19_12_17_101043.txt_04	7	distance	lower	400
19_12_17_101043.txt_04	8	temperature	lower	18
19_12_17_101043.txt_04	9	salary	higher	25000
19_12_17_101043.txt_04	10	price	higher	300000
19_12_17_114238.txt_04	1	salary	lower	29000
19_12_17_114238.txt_04	2	length	higher	5
19_12_17_114238.txt_04	3	temperature	higher	15
19_12_17_114238.txt_04	4	weight	higher	50
19_12_17_114238.txt_04	5	age	higher	45
19_12_17_114238.txt_04	6	distance	lower	400
19_12_17_114238.txt_04	7	population	lower	15
19_12_17_114238.txt_04	8	price	higher	350
19_12_17_114238.txt_04	9	unemployment	lower	1.5
19_12_17_114238.txt_04	10	days	lower	250
19_12_17_125912.txt_04	1	temperature	higher	15
19_12_17_125912.txt_04	2	unemployment	higher	10
19_12_17_125912.txt_04	3	weight	higher	10
19_12_17_125912.txt_04	4	days	lower	1000
19_12_17_125912.txt_04	5	price	lower	300
19_12_17_125912.txt_04	6	population	higher	30
19_12_17_125912.txt_04	7	age	lower	50
19_12_17_125912.txt_04	8	length	lower	7
19_12_17_125912.txt_04	9	salary	lower	20000
19_12_17_125912.txt_04	10	distance	lower	2000
19_12_18_132519.txt_04	1	temperature	higher	10
19_12_18_132519.txt_04	2	days	higher	1000
19_12_18_132519.txt_04	3	length	lower	5
19_12_18_132519.txt_04	4	salary	lower	24000
19_12_18_132519.txt_04	5	weight	higher	5
19_12_18_132519.txt_04	6	age	higher	50
19_12_18_132519.txt_04	7	price	lower	500000
19_12_18_132519.txt_04	8	distance	higher	400
19_12_18_132519.txt_04	9	population	lower	5
19_12_18_132519.txt_04	10	unemployment	lower	15
19_12_18_143932.txt_04	1	distance	lower	500
19_12_18_143932.txt_04	2	length	higher	5
19_12_18_143932.txt_04	3	age	lower	53
19_12_18_143932.txt_04	4	population	higher	20
19_12_18_143932.txt_04	5	unemployment	lower	2.6
19_12_18_143932.txt_04	6	salary	lower	33000
19_12_18_143932.txt_04	7	weight	lower	80
19_12_18_143932.txt_04	8	days	higher	400
19_12_18_143932.txt_04	9	price	higher	350000
19_12_18_143932.txt_04	10	temperature	higher	17
19_12_19_132743.txt_04	1	distance	lower	370
19_12_19_132743.txt_04	2	population	lower	26
19_12_19_132743.txt_04	3	age	lower	48
19_12_19_132743.txt_04	4	temperature	higher	18
19_12_19_132743.txt_04	5	weight	higher	35
19_12_19_132743.txt_04	6	salary	higher	20000
19_12_19_132743.txt_04	7	days	higher	350
19_12_19_132743.txt_04	8	unemployment	higher	9
19_12_19_132743.txt_04	9	length	lower	8
19_12_19_132743.txt_04	10	price	higher	350
19_12_19_145554.txt_04	1	price	higher	100
19_12_19_145554.txt_04	2	distance	lower	400
19_12_19_145554.txt_04	3	temperature	lower	20
19_12_19_145554.txt_04	4	age	higher	50
19_12_19_145554.txt_04	5	length	lower	5
19_12_19_145554.txt_04	6	weight	higher	20
19_12_19_145554.txt_04	7	population	higher	3
19_12_19_145554.txt_04	8	days	lower	18000
19_12_19_145554.txt_04	9	unemployment	higher	5
19_12_19_145554.txt_04	10	salary	lower	25000
19_12_20_101805.txt_04	1	salary	lower	25000
19_12_20_101805.txt_04	2	price	higher	300000
19_12_20_101805.txt_04	3	unemployment	lower	3
19_12_20_101805.txt_04	4	temperature	higher	10
19_12_20_101805.txt_04	5	length	higher	5
19_12_20_101805.txt_04	6	population	lower	15
19_12_20_101805.txt_04	7	age	lower	45
19_12_20_101805.txt_04	8	distance	higher	400
19_12_20_101805.txt_04	9	days	higher	365
19_12_20_101805.txt_04	10	weight	higher	7
19_12_20_114857.txt_04	1	distance	lower	750
19_12_20_114857.txt_04	2	days	higher	500
19_12_20_114857.txt_04	3	unemployment	higher	0.8
19_12_20_114857.txt_04	4	temperature	lower	18
19_12_20_114857.txt_04	5	length	lower	5
19_12_20_114857.txt_04	6	price	lower	450
19_12_20_114857.txt_04	7	salary	higher	18
19_12_20_114857.txt_04	8	age	higher	43
19_12_20_114857.txt_04	9	population	higher	15
19_12_20_114857.txt_04	10	weight	higher	500
19_12_20_144709.txt_04	1	length	lower	5
19_12_20_144709.txt_04	2	population	higher	5
19_12_20_144709.txt_04	3	weight	higher	50
19_12_20_144709.txt_04	4	salary	higher	18000
19_12_20_144709.txt_04	5	distance	lower	700
19_12_20_144709.txt_04	6	days	lower	500
19_12_20_144709.txt_04	7	unemployment	higher	7
19_12_20_144709.txt_04	8	temperature	higher	16
19_12_20_144709.txt_04	9	age	higher	40
19_12_20_144709.txt_04	10	price	lower	240
19_11_26_131749.txt_05	1	weight	higher	11
19_11_26_131749.txt_05	2	unemployment	higher	1.5
19_11_26_131749.txt_05	3	salary	lower	12000
19_11_26_131749.txt_05	4	population	lower	85
19_11_26_131749.txt_05	5	days	higher	300
19_11_26_131749.txt_05	6	age	lower	36
19_11_26_131749.txt_05	7	distance	lower	1900
19_11_26_131749.txt_05	8	length	lower	5
19_11_26_131749.txt_05	9	price	lower	400000
19_11_26_131749.txt_05	10	temperature	lower	19
19_11_26_163036.txt_05	1	distance	higher	400
19_11_26_163036.txt_05	2	unemployment	lower	1
19_11_26_163036.txt_05	3	length	lower	5
19_11_26_163036.txt_05	4	days	higher	500
19_11_26_163036.txt_05	5	price	lower	400000
19_11_26_163036.txt_05	6	temperature	higher	15
19_11_26_163036.txt_05	7	population	higher	25
19_11_26_163036.txt_05	8	salary	lower	40000
19_11_26_163036.txt_05	9	age	lower	65
19_11_26_163036.txt_05	10	weight	higher	50
19_12_02_162050.txt_05	1	price	higher	350
19_12_02_162050.txt_05	2	days	higher	120
19_12_02_162050.txt_05	3	temperature	lower	17
19_12_02_162050.txt_05	4	salary	higher	25000
19_12_02_162050.txt_05	5	age	higher	40
19_12_02_162050.txt_05	6	unemployment	lower	6
19_12_02_162050.txt_05	7	length	higher	6
19_12_02_162050.txt_05	8	distance	higher	1400
19_12_02_162050.txt_05	9	population	higher	30
19_12_02_162050.txt_05	10	weight	higher	80
19_12_03_112656.txt_05	1	age	lower	57
19_12_03_112656.txt_05	2	days	lower	3
19_12_03_112656.txt_05	3	salary	higher	16400
19_12_03_112656.txt_05	4	unemployment	higher	1.5
19_12_03_112656.txt_05	5	population	higher	3000000
19_12_03_112656.txt_05	6	distance	higher	6000
19_12_03_112656.txt_05	7	temperature	lower	19
19_12_03_112656.txt_05	8	weight	higher	80
19_12_03_112656.txt_05	9	price	higher	400000
19_12_03_112656.txt_05	10	length	higher	5
19_11_22_143219.txt_06	1	days	lower	10000
19_11_22_143219.txt_06	2	population	lower	20
19_11_22_143219.txt_06	3	salary	higher	20000
19_11_22_143219.txt_06	4	age	higher	50
19_11_22_143219.txt_06	5	unemployment	lower	3
19_11_22_143219.txt_06	6	length	lower	6
19_11_22_143219.txt_06	7	weight	higher	5
19_11_22_143219.txt_06	8	temperature	lower	20
19_11_22_143219.txt_06	9	price	higher	250
19_11_22_143219.txt_06	10	distance	lower	10000
19_11_22_155950.txt_06	1	population	lower	15
19_11_22_155950.txt_06	2	unemployment	higher	3
19_11_22_155950.txt_06	3	distance	lower	500
19_11_22_155950.txt_06	4	weight	higher	50
19_11_22_155950.txt_06	5	length	lower	7
19_11_22_155950.txt_06	6	age	lower	45
19_11_22_155950.txt_06	7	temperature	lower	15
19_11_22_155950.txt_06	8	salary	higher	25000
19_11_22_155950.txt_06	9	days	higher	1000
19_11_22_155950.txt_06	10	price	higher	100000
19_11_26_131735.txt_06	1	age	lower	39
19_11_26_131735.txt_06	2	salary	lower	30000
19_11_26_131735.txt_06	3	days	lower	900
19_11_26_131735.txt_06	4	price	higher	400000
19_11_26_131735.txt_06	5	population	lower	21000
19_11_26_131735.txt_06	6	length	higher	7
19_11_26_131735.txt_06	7	unemployment	lower	3
19_11_26_131735.txt_06	8	distance	lower	2800
19_11_26_131735.txt_06	9	weight	lower	80
19_11_26_131735.txt_06	10	temperature	higher	22
19_11_26_145646.txt_06	1	unemployment	lower	0.9
19_11_26_145646.txt_06	2	price	higher	300
19_11_26_145646.txt_06	3	distance	lower	3500
19_11_26_145646.txt_06	4	days	lower	6800
19_11_26_145646.txt_06	5	population	higher	22
19_11_26_145646.txt_06	6	salary	higher	28800
19_11_26_145646.txt_06	7	age	higher	35
19_11_26_145646.txt_06	8	length	lower	6.5
19_11_26_145646.txt_06	9	weight	lower	8
19_11_26_145646.txt_06	10	temperature	higher	13
19_11_26_163041.txt_06	1	distance	higher	500
19_11_26_163041.txt_06	2	population	higher	50
19_11_26_163041.txt_06	3	age	lower	35
19_11_26_163041.txt_06	4	days	lower	500
19_11_26_163041.txt_06	5	unemployment	higher	2
19_11_26_163041.txt_06	6	weight	higher	5
19_11_26_163041.txt_06	7	temperature	higher	11
19_11_26_163041.txt_06	8	salary	lower	30000
19_11_26_163041.txt_06	9	length	lower	5
19_11_26_163041.txt_06	10	price	lower	500
19_11_28_125546.txt_06	1	length	lower	6
19_11_28_125546.txt_06	2	age	lower	49
19_11_28_125546.txt_06	3	days	higher	365
19_11_28_125546.txt_06	4	distance	lower	1600
19_11_28_125546.txt_06	5	population	lower	65
19_11_28_125546.txt_06	6	temperature	higher	7
19_11_28_125546.txt_06	7	price	higher	350000
19_11_28_125546.txt_06	8	weight	higher	12
19_11_28_125546.txt_06	9	unemployment	higher	2
19_11_28_125546.txt_06	10	salary	higher	34500
19_11_29_130310.txt_06	1	days	higher	120
19_11_29_130310.txt_06	2	population	lower	90
19_11_29_130310.txt_06	3	price	higher	350000
19_11_29_130310.txt_06	4	temperature	higher	22
19_11_29_130310.txt_06	5	unemployment	lower	1.5
19_11_29_130310.txt_06	6	age	higher	35
19_11_29_130310.txt_06	7	salary	higher	35000
19_11_29_130310.txt_06	8	length	higher	4
19_11_29_130310.txt_06	9	weight	higher	5
19_11_29_130310.txt_06	10	distance	lower	1200
19_12_02_162054.txt_06	1	salary	lower	18000
19_12_02_162054.txt_06	2	weight	higher	30
19_12_02_162054.txt_06	3	population	higher	10
19_12_02_162054.txt_06	4	age	lower	70
19_12_02_162054.txt_06	5	unemployment	lower	0.5
19_12_02_162054.txt_06	6	price	lower	350000
19_12_02_162054.txt_06	7	temperature	lower	15
19_12_02_162054.txt_06	8	distance	higher	2000
19_12_02_162054.txt_06	9	days	lower	600
19_12_02_162054.txt_06	10	length	lower	5
19_12_03_112709.txt_06	1	temperature	lower	18
19_12_03_112709.txt_06	2	weight	higher	50
19_12_03_112709.txt_06	3	days	higher	14000
19_12_03_112709.txt_06	4	unemployment	lower	6
19_12_03_112709.txt_06	5	age	lower	38
19_12_03_112709.txt_06	6	salary	lower	30000
19_12_03_112709.txt_06	7	population	higher	18
19_12_03_112709.txt_06	8	price	higher	260
19_12_03_112709.txt_06	9	length	lower	5
19_12_03_112709.txt_06	10	distance	lower	800
19_12_03_132039.txt_06	1	salary	lower	30000
19_12_03_132039.txt_06	2	price	lower	500000
19_12_03_132039.txt_06	3	temperature	lower	12
19_12_03_132039.txt_06	4	population	higher	20
19_12_03_132039.txt_06	5	weight	lower	5
19_12_03_132039.txt_06	6	distance	lower	600
19_12_03_132039.txt_06	7	unemployment	higher	3
19_12_03_132039.txt_06	8	length	lower	6
19_12_03_132039.txt_06	9	age	higher	43
19_12_03_132039.txt_06	10	days	lower	3000
19_12_03_143422.txt_06	1	salary	higher	26800
19_12_03_143422.txt_06	2	unemployment	lower	3
19_12_03_143422.txt_06	3	length	lower	6
19_12_03_143422.txt_06	4	days	lower	620
19_12_03_143422.txt_06	5	population	higher	40
19_12_03_143422.txt_06	6	distance	higher	600
19_12_03_143422.txt_06	7	price	lower	450
19_12_03_143422.txt_06	8	weight	lower	20
19_12_03_143422.txt_06	9	age	higher	42
19_12_03_143422.txt_06	10	temperature	lower	22
19_12_04_162348.txt_06	1	salary	higher	27000
19_12_04_162348.txt_06	2	length	higher	5
19_12_04_162348.txt_06	3	weight	lower	0.8
19_12_04_162348.txt_06	4	days	lower	600
19_12_04_162348.txt_06	5	price	higher	230000
19_12_04_162348.txt_06	6	temperature	lower	14
19_12_04_162348.txt_06	7	population	higher	7
19_12_04_162348.txt_06	8	distance	higher	1000
19_12_04_162348.txt_06	9	age	higher	43
19_12_04_162348.txt_06	10	unemployment	lower	5
19_12_05_115112.txt_06	1	weight	higher	3
19_12_05_115112.txt_06	2	age	higher	48
19_12_05_115112.txt_06	3	price	higher	250000
19_12_05_115112.txt_06	4	days	higher	500
19_12_05_115112.txt_06	5	temperature	higher	10
19_12_05_115112.txt_06	6	distance	lower	850
19_12_05_115112.txt_06	7	population	higher	20
19_12_05_115112.txt_06	8	length	higher	5
19_12_05_115112.txt_06	9	salary	lower	30000
19_12_05_115112.txt_06	10	unemployment	lower	5
19_12_05_132114.txt_06	1	distance	higher	3000
19_12_05_132114.txt_06	2	price	higher	100
19_12_05_132114.txt_06	3	population	higher	80
19_12_05_132114.txt_06	4	weight	lower	10
19_12_05_132114.txt_06	5	unemployment	lower	1.5
19_12_05_132114.txt_06	6	age	higher	40
19_12_05_132114.txt_06	7	temperature	lower	20
19_12_05_132114.txt_06	8	days	higher	400
19_12_05_132114.txt_06	9	length	lower	5
19_12_05_132114.txt_06	10	salary	lower	17000
19_12_09_163107.txt_06	1	distance	lower	800
19_12_09_163107.txt_06	2	length	lower	6
19_12_09_163107.txt_06	3	population	higher	20
19_12_09_163107.txt_06	4	salary	higher	30000
19_12_09_163107.txt_06	5	age	lower	55
19_12_09_163107.txt_06	6	weight	lower	45
19_12_09_163107.txt_06	7	temperature	lower	17
19_12_09_163107.txt_06	8	price	lower	320
19_12_09_163107.txt_06	9	unemployment	higher	5
19_12_09_163107.txt_06	10	days	higher	277
19_12_11_132558.txt_06	1	age	higher	50
19_12_11_132558.txt_06	2	temperature	lower	15
19_12_11_132558.txt_06	3	length	lower	6
19_12_11_132558.txt_06	4	unemployment	lower	2
19_12_11_132558.txt_06	5	days	lower	365
19_12_11_132558.txt_06	6	distance	higher	500
19_12_11_132558.txt_06	7	salary	higher	30000
19_12_11_132558.txt_06	8	price	higher	250
19_12_11_132558.txt_06	9	population	lower	70
19_12_11_132558.txt_06	10	weight	higher	100
19_12_13_101840.txt_06	1	price	lower	1000000
19_12_13_101840.txt_06	2	age	lower	48
19_12_13_101840.txt_06	3	population	higher	20
19_12_13_101840.txt_06	4	salary	lower	30000
19_12_13_101840.txt_06	5	days	higher	1000
19_12_13_101840.txt_06	6	weight	higher	50
19_12_13_101840.txt_06	7	temperature	higher	10
19_12_13_101840.txt_06	8	length	higher	6
19_12_13_101840.txt_06	9	distance	lower	1000
19_12_13_101840.txt_06	10	unemployment	higher	5
19_12_13_160701.txt_06	1	days	lower	20000
19_12_13_160701.txt_06	2	distance	higher	1000
19_12_13_160701.txt_06	3	price	higher	300000
19_12_13_160701.txt_06	4	unemployment	higher	7
19_12_13_160701.txt_06	5	weight	higher	58
19_12_13_160701.txt_06	6	salary	higher	18000
19_12_13_160701.txt_06	7	population	lower	15
19_12_13_160701.txt_06	8	temperature	lower	13
19_12_13_160701.txt_06	9	age	lower	50
19_12_13_160701.txt_06	10	length	lower	6
19_12_16_163254.txt_06	1	weight	higher	10
19_12_16_163254.txt_06	2	age	higher	45
19_12_16_163254.txt_06	3	distance	lower	700
19_12_16_163254.txt_06	4	days	lower	450
19_12_16_163254.txt_06	5	price	higher	250000
19_12_16_163254.txt_06	6	population	higher	15
19_12_16_163254.txt_06	7	temperature	higher	12
19_12_16_163254.txt_06	8	length	higher	5
19_12_16_163254.txt_06	9	salary	higher	33000
19_12_16_163254.txt_06	10	unemployment	higher	5
19_12_17_100949.txt_06	1	days	higher	36000
19_12_17_100949.txt_06	2	weight	lower	875
19_12_17_100949.txt_06	3	temperature	lower	18
19_12_17_100949.txt_06	4	distance	higher	1200
19_12_17_100949.txt_06	5	salary	lower	29000
19_12_17_100949.txt_06	6	price	higher	350000
19_12_17_100949.txt_06	7	age	higher	42
19_12_17_100949.txt_06	8	length	lower	6
19_12_17_100949.txt_06	9	population	higher	27
19_12_17_100949.txt_06	10	unemployment	higher	5
19_12_17_145428.txt_06	1	price	lower	400
19_12_17_145428.txt_06	2	length	lower	4
19_12_17_145428.txt_06	3	days	lower	1000
19_12_17_145428.txt_06	4	unemployment	lower	2.4
19_12_17_145428.txt_06	5	age	lower	54
19_12_17_145428.txt_06	6	distance	higher	450
19_12_17_145428.txt_06	7	temperature	higher	17
19_12_17_145428.txt_06	8	weight	higher	2
19_12_17_145428.txt_06	9	salary	lower	28500
19_12_17_145428.txt_06	10	population	higher	20
19_12_19_132715.txt_06	1	weight	higher	70
19_12_19_132715.txt_06	2	age	lower	47
19_12_19_132715.txt_06	3	temperature	lower	9
19_12_19_132715.txt_06	4	unemployment	lower	2.5
19_12_19_132715.txt_06	5	population	higher	15
19_12_19_132715.txt_06	6	salary	lower	29000
19_12_19_132715.txt_06	7	length	higher	5
19_12_19_132715.txt_06	8	price	higher	300
19_12_19_132715.txt_06	9	days	higher	700
19_12_19_132715.txt_06	10	distance	lower	1500
19_12_19_145605.txt_06	1	temperature	lower	17
19_12_19_145605.txt_06	2	price	lower	250000
19_12_19_145605.txt_06	3	distance	higher	1500
19_12_19_145605.txt_06	4	population	lower	40
19_12_19_145605.txt_06	5	length	lower	6
19_12_19_145605.txt_06	6	unemployment	lower	8
19_12_19_145605.txt_06	7	age	higher	60
19_12_19_145605.txt_06	8	weight	higher	5
19_12_19_145605.txt_06	9	salary	higher	22000
19_12_19_145605.txt_06	10	days	lower	5000
19_11_21_132322.txt_07	1	length	higher	5
19_11_21_132322.txt_07	2	population	lower	12
19_11_21_132322.txt_07	3	weight	lower	99
19_11_21_132322.txt_07	4	distance	higher	1000
19_11_21_132322.txt_07	5	price	higher	290000
19_11_21_132322.txt_07	6	days	lower	10
19_11_21_132322.txt_07	7	age	higher	45
19_11_21_132322.txt_07	8	temperature	higher	11.5
19_11_21_132322.txt_07	9	unemployment	lower	3.2
19_11_21_132322.txt_07	10	salary	higher	27000
19_11_22_131419.txt_07	1	length	lower	6
19_11_22_131419.txt_07	2	price	lower	500
19_11_22_131419.txt_07	3	age	higher	48
19_11_22_131419.txt_07	4	population	lower	15
19_11_22_131419.txt_07	5	temperature	higher	10
19_11_22_131419.txt_07	6	days	lower	1500
19_11_22_131419.txt_07	7	unemployment	lower	9
19_11_22_131419.txt_07	8	weight	higher	400
19_11_22_131419.txt_07	9	distance	lower	2000
19_11_22_131419.txt_07	10	salary	lower	35000
19_11_22_143144.txt_07	1	price	higher	450
19_11_22_143144.txt_07	2	age	lower	50
19_11_22_143144.txt_07	3	length	lower	6
19_11_22_143144.txt_07	4	days	higher	360
19_11_22_143144.txt_07	5	temperature	higher	17
19_11_22_143144.txt_07	6	distance	lower	900
19_11_22_143144.txt_07	7	salary	lower	30000
19_11_22_143144.txt_07	8	weight	higher	5
19_11_22_143144.txt_07	9	unemployment	lower	3
19_11_22_143144.txt_07	10	population	higher	60
19_11_26_131730.txt_07	1	distance	lower	1100
19_11_26_131730.txt_07	2	temperature	lower	12
19_11_26_131730.txt_07	3	days	lower	19000
19_11_26_131730.txt_07	4	weight	higher	6
19_11_26_131730.txt_07	5	population	higher	22
19_11_26_131730.txt_07	6	price	higher	420
19_11_26_131730.txt_07	7	length	lower	6
19_11_26_131730.txt_07	8	unemployment	lower	4
19_11_26_131730.txt_07	9	age	higher	59
19_11_26_131730.txt_07	10	salary	lower	27000
19_11_26_141945.txt_07	1	days	lower	420
19_11_26_141945.txt_07	2	salary	lower	23000
19_11_26_141945.txt_07	3	distance	lower	660
19_11_26_141945.txt_07	4	population	lower	28
19_11_26_141945.txt_07	5	unemployment	lower	2.5
19_11_26_141945.txt_07	6	length	higher	6
19_11_26_141945.txt_07	7	weight	higher	220
19_11_26_141945.txt_07	8	age	lower	42
19_11_26_141945.txt_07	9	temperature	lower	4
19_11_26_141945.txt_07	10	price	higher	260
19_11_26_163045.txt_07	1	weight	lower	120
19_11_26_163045.txt_07	2	temperature	higher	11
19_11_26_163045.txt_07	3	distance	lower	600
19_11_26_163045.txt_07	4	length	higher	7
19_11_26_163045.txt_07	5	days	lower	800
19_11_26_163045.txt_07	6	age	higher	43
19_11_26_163045.txt_07	7	population	higher	20
19_11_26_163045.txt_07	8	price	higher	200
19_11_26_163045.txt_07	9	salary	lower	30000
19_11_26_163045.txt_07	10	unemployment	lower	0.81
19_11_27_145719.txt_07	1	weight	lower	0.5
19_11_27_145719.txt_07	2	temperature	higher	17
19_11_27_145719.txt_07	3	days	higher	35000
19_11_27_145719.txt_07	4	population	lower	12
19_11_27_145719.txt_07	5	distance	lower	420
19_11_27_145719.txt_07	6	unemployment	higher	3
19_11_27_145719.txt_07	7	length	lower	5
19_11_27_145719.txt_07	8	price	higher	450000
19_11_27_145719.txt_07	9	salary	lower	14000
19_11_27_145719.txt_07	10	age	higher	47
19_11_29_130305.txt_07	1	unemployment	higher	6
19_11_29_130305.txt_07	2	distance	lower	800
19_11_29_130305.txt_07	3	temperature	higher	13
19_11_29_130305.txt_07	4	weight	higher	150
19_11_29_130305.txt_07	5	length	lower	8
19_11_29_130305.txt_07	6	population	higher	10
19_11_29_130305.txt_07	7	salary	higher	10000
19_11_29_130305.txt_07	8	age	higher	45
19_11_29_130305.txt_07	9	price	lower	300
19_11_29_130305.txt_07	10	days	lower	1000
19_11_29_145258.txt_07	1	temperature	lower	14
19_11_29_145258.txt_07	2	salary	lower	36000
19_11_29_145258.txt_07	3	days	higher	100
19_11_29_145258.txt_07	4	length	higher	5
19_11_29_145258.txt_07	5	distance	lower	2500
19_11_29_145258.txt_07	6	weight	lower	300
19_11_29_145258.txt_07	7	unemployment	higher	3
19_11_29_145258.txt_07	8	age	lower	45
19_11_29_145258.txt_07	9	price	lower	200
19_11_29_145258.txt_07	10	population	lower	20
19_11_29_160642.txt_07	1	temperature	lower	23
19_11_29_160642.txt_07	2	distance	lower	500
19_11_29_160642.txt_07	3	weight	lower	100
19_11_29_160642.txt_07	4	days	higher	365
19_11_29_160642.txt_07	5	length	lower	6
19_11_29_160642.txt_07	6	age	higher	42
19_11_29_160642.txt_07	7	salary	higher	26000
19_11_29_160642.txt_07	8	unemployment	lower	2
19_11_29_160642.txt_07	9	price	higher	400
19_11_29_160642.txt_07	10	population	higher	12
19_12_02_162100.txt_07	1	days	lower	2500
19_12_02_162100.txt_07	2	length	higher	4
19_12_02_162100.txt_07	3	salary	higher	15000
19_12_02_162100.txt_07	4	age	lower	80
19_12_02_162100.txt_07	5	weight	lower	3000
19_12_02_162100.txt_07	6	population	higher	1000000
19_12_02_162100.txt_07	7	price	higher	200000
19_12_02_162100.txt_07	8	unemployment	higher	1
19_12_02_162100.txt_07	9	temperature	higher	21
19_12_02_162100.txt_07	10	distance	lower	600
19_12_04_162320.txt_07	1	days	lower	365
19_12_04_162320.txt_07	2	weight	lower	100
19_12_04_162320.txt_07	3	temperature	higher	10
19_12_04_162320.txt_07	4	salary	lower	32000
19_12_04_162320.txt_07	5	population	higher	15
19_12_04_162320.txt_07	6	distance	higher	500
19_12_04_162320.txt_07	7	price	higher	250000
19_12_04_162320.txt_07	8	length	higher	5
19_12_04_162320.txt_07	9	unemployment	lower	1
19_12_04_162320.txt_07	10	age	lower	40
19_12_05_115119.txt_07	1	days	lower	5000
